ulasan,rating,tangibles,reliability,emphaty,assurance,kategori
dosen hanya materi saja ppt sulit paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bidang laku mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mahasiswa perlu urus berkas tanggap cepat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
santun kurang staf akademik sedikit ketus menanggapi,4,0,1,1,0,"reliability, emphaty"
banyak mahasiswa belum memahami hidup kampus,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
berada fakultas merasa belum puas fasilitas berada fakultas,2,1,1,0,1,"tangibles, reliability, assurance"
contoh toilet kurang awat banyak toilet wanita tidak milik lampu tidak mushollah infocus kelas banyak tidak fungsi bersih lingkungan kampus kurang perhati trotoar lumut bahaya pejal kaki dosen sering tidak masuk jam kuliah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku staff tenaga pendidik mahasiswa kurang ramah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bimbingan dosen pembimbing akademik membantu dosen meberi saran masalah mahasiswa memberi motivasi bangun mahasiswa bimbing mampu ambil keputusan masalah alami dosen pembimbing terbuka wadah mahasiswa curhat cerita masalah pengalamanny menjalani hidup kampus,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen sigap hubung komunikasi dosen jalan jelas efisien,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
berada fakultas ilmu komputer teknologi informasi merasa puas fasilitas,5,1,1,0,1,"tangibles, reliability, assurance"
contoh ruanagan kuliah nyaman tempat belajar laboratorium pada mahasiswa praktek toilet bersih belum musholla tetap menyediakan musholla sementara lantai atas aga mahasisybisa ibadah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
materi dosen mudah erti modul lengkap damping kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
aspek fasilitas kampus kurang memuaskan,3,1,1,0,1,"tangibles, reliability, assurance"
ruang toilet fakultas tidak milik pencahayaan sama sekali laboratorium papan tulis tidak baik menjalani kbm,3,1,1,0,1,"tangibles, reliability, assurance"
andal dosen serta staf milik kualitas layanan ajar baik erti,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
cukup ramah sigap dosen serta staf akademik lingkup fakultas bimbing membantu mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kuliah pada terkadang ac ruang kurang dingin colok ruang tidak toilet bersih terkadang tidak laboratorium lantai keramik banyak pecah komputer jaring lola ruang ibadah kurang pada,3,1,1,0,1,"tangibles, reliability, assurance"
materi dosen pada terkadang dosen kurang menyampaikan informasi kehadiran dosen sendiri,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus berkas ilmu komputer tergolong cepat staff ramah,3,0,0,0,1,assurance
kepedulian fakultas memahami mahasiswa kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
nilai aspek baik mas kurang,4,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fisik kampus mas keramik fakultas rusak takut bahaya masyarakat kampus,4,1,1,0,1,"tangibles, reliability, assurance"
lalu andal dosen serta staf akademik baik terkadang kurang jelas sampai materi modul,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
serta laku mahasiswa baik ramah membantu walau mahasiswa kurang dimonitoringnya dosen pa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lalu pendataan rutin melihat kemampuan minat bakat mahasiswa tetap aktif,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bulan teliti fasilkom-ti menyediakan gedung lumayan nyaman aspek membuat kurang jaringan lelet terkadang lantai banjir terlalu lama kamar mandi terkadang cium bau keramik pecah proyektor rusak susah hidup hidup kondisi hidup mati berdekatan lambat proses ajar kelas bersama dosen,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilkom-ti belum milik kantin tidak bawa bekal harus jajan fakultas lain terdekat membeli melalui aplikasi online,2,1,1,1,0,"tangibles, reliability, emphaty"
bulan teliti fasilkom-ti mas tetap tahan kualitas lingkungan hangat sapa sapa satu sama lain pandang status dosen ramah perduli mahasiswa mahasiswa tentu teman membantu aspek kakak tingkat membantu adik adik aspek fasilitas mencukupbuntuk kegiatas belajar ajar kelas,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fasilkom-ti baik,4,1,1,0,1,"tangibles, reliability, assurance"
mulai ruang kuliah laboratorium toilet tersedia,4,1,1,0,1,"tangibles, reliability, assurance"
bilang fasilitas baik,4,1,1,0,1,"tangibles, reliability, assurance"
hanya kadang oknum tidak tanggung jawab rusa buat,4,0,0,0,0,umum
banyak fasilitas tidak mesti,4,1,1,0,1,"tangibles, reliability, assurance"
marilah sama-sama menjaga fasilitas kampus tidak rusak ganti,4,1,1,0,1,"tangibles, reliability, assurance"
laboratorium salah satu fasilitas fasilkom-ti barang lengkap terbaru,4,1,1,0,1,"tangibles, reliability, assurance"
fasilkom-ti membantu mahasiswa kegiatan belajar ajar,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sedia ruang kuliah baik dosen ahli bidang contoh fasilkom-ti bersiap diri,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
membantu mahasiswa kendala urus berkas cepat sigap,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pegawai tidak,3,0,0,0,0,umum
kesan mahasiswa buruk,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mahasiswa lain berharap pegawai bertindak lebih baik lagi depan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
komunikasi fakultas mahasiswa jalin baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
tentang fasilkom-ti bulan teliti ada tidak berbeda jauh 11 12 gedung terkadang kotor mungkin genangan air berlimpah lantai hujan keramik pecah proyektor terkadang susah nyala dibalik suasana hangat sapa lain tidak pandang status dosen ramah kakak tingkat membantu aspek,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
bulan tentang fasilkom-ti tidak terlalu banyak perubahan signifikan mas sama kasat mata service ac bulan sekali toilet bersih washtafel fungsi meja meja nyaman ajar kelas ruang kelas dingin para mahasiswa tidak rasa panas ruang lab nyaman tidak sempit aslab asik diajak diskus sama para dosen,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
menrut pelayanan fakultas tidak baik petugas pelayanan staff akademik tidak ramah mahasiswa membuat mahasiswa takut urus takut bertanya petugas pelayanan staff akademik lama urus,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas baik hanya saja ruang lab kurang bersih tidak terawat,2,1,1,0,1,"tangibles, reliability, assurance"
sikap tanggap staff akademik mahasiswa kurang baik kurang cepat paham kepentingan mahasiswa pun kurang,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi fasilkom-ti kurang pada,2,0,0,0,0,umum
semua ruang kuliah memang fasilitas proyektor tetap ruang proyektor tidak fungsi lama belum baharu sampai,2,1,1,0,1,"tangibles, reliability, assurance"
ruang laboratorium banyak komputer tidak fungsi,2,1,1,0,1,"tangibles, reliability, assurance"
segi belum baik,2,1,1,0,1,"tangibles, reliability, assurance"
dosen materi baik dosen sering datang tidak jadwal kuliah sering terpotong,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi baik,2,1,1,0,1,"tangibles, reliability, assurance"
staf ramah bersahabat,2,0,1,0,0,reliability
segi kurang memuaskan,2,0,0,0,0,umum
fakultas kurang perhati ekonomi mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi kurang tidak semua mahasiswa perhatian akademik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilkom-ti baik banyak perlu perhati tingkat,2,1,1,0,1,"tangibles, reliability, assurance"
lampu kamar mandi tidak menyala air dr kamar mandi suka bocor,3,0,0,0,0,umum
semua lumayan bagus fasilitas kelas dll,3,1,1,0,1,"tangibles, reliability, assurance"
dosen lumayan membantu membuat siswa mengerti staff cepat memberi bantu mahasiswa butuh bantu bertanya,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku lumayan baik,3,1,1,0,1,"tangibles, reliability, assurance"
cepat tanggap mahasiswa butuh bantu hanya saja,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kurang paham mahasiswa terkadang tugas sulit mepet,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
menerima pelayanan fakultas merasa belum puas mana laku petugas staf akademik mahasiswa tidak ramah membuat mahasiswa takut urus hanya dar bertanya,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
urus butuh lama,2,0,0,0,1,assurance
fasilitas sedia kurang pada,2,1,1,0,1,"tangibles, reliability, assurance"
sikap tanggap staf akademik urus mahasiswa tergolong kurang empati kepentingan mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
nilai layanan akademik fasilkom-ti jauh kata memuaskan,2,0,1,1,0,"reliability, emphaty"
aspek rasa aktivitas butuh layanan akademik fasilkom-ti,2,0,1,1,0,"reliability, emphaty"
segi kampus kurang terumata fasilitas sedia tidak sesuai harap,2,1,1,0,1,"tangibles, reliability, assurance"
segi tidak memuaskan dosen tidak baik segi ajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
kurang peka mahasiswa kurang memahami materi,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi tidak memuaskan,2,0,0,0,0,umum
rasa proses urus berkas alami mana sering terjadinya tidak organisir prodi fakultas lama pemprosesan berkas,2,1,1,0,1,"tangibles, reliability, assurance"
kurang tepat mempersiapkan pemprosesan dokumen berkas mahasiswa kepentingan akademik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
segi fakultas peduli maju mahasiswa kurang peduli kesulitan alami mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
banyak harap perubahan,2,1,0,0,0,tangibles
ruang kuliah gedung ac infocusnya fungsi ruang kuliah pintu tidak berisik serta lantai keramik bagus,3,1,1,0,1,"tangibles, reliability, assurance"
ruang kuliah lain infocus ttidak fungsi pintu berisik buka lantai keramik rusak,3,1,1,0,1,"tangibles, reliability, assurance"
ruang kuliah dingin dingin membuat mahasiswa ngantuk suhu dingin ruang kuliah panas meskipun ac fungsi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
charger ruang kuliah sebelah kanan rata fungsi baik sebelah kiri tidak pakai tidak sama sekali,3,1,1,0,1,"tangibles, reliability, assurance"
fasilitas sedia baik ruang kelas luas nyaman toilet bersih tempat ibadah minim,5,1,1,0,1,"tangibles, reliability, assurance"
sifat dosen staf baik dosen proses belajar ajar baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa baik bimbingan dosen lancar proses,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pihak fakultas ayom mahasiswa baik mahasiswa masalah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap empati staf baik perhatian mahasiswa kurang tertib,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
teliti ruang laboratorium gedung rapi komputer fungsi baik serta infocusnya,4,1,1,0,1,"tangibles, reliability, assurance"
ruang laboratorium nyaman belajar bersama asisten laboratorium fokus baik kondusif,4,1,1,0,1,"tangibles, reliability, assurance"
ruang laboratorium aman kabel sekitar ruang laboratorium tutup rapat tidak mahasiswa mahasiswi menginjak kabel tidak aada kontak kabel tidak tertutup rapat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
serta infocus ruang laboratorium jalan baik,4,1,1,0,1,"tangibles, reliability, assurance"
nilai aspek sebagai mahasiswa fasilkom-ti memberi nilai memuaskan fasilitas kampus pada,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kelas besar bersih nyaman laboratorium baik kegiatan praktikum mahasiwa,5,1,1,0,1,"tangibles, reliability, assurance"
masyrakat ramah lain,5,0,0,0,0,umum
membuat kegiatan ajar jalan lancar,5,0,1,0,1,"reliability, assurance"
harap fasilitas fasilkom-ti lebih baik lagi tempat nyaman baik bagi mahasiswa dosen tenaga pendidik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas tawar akademik fasilkom-ti berada area abu-abu enak kurang enak,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
saja ruang kelas bagus kurang,3,1,1,0,1,"tangibles, reliability, assurance"
contoh kelas sejuk ac-nya bocor tidak,3,1,0,0,0,tangibles
fasilitas tersedia kelas contoh proyektor baik kelas bersih,3,1,1,0,1,"tangibles, reliability, assurance"
dosen staf baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance"
toilet tersedia tergolong kurang bersih,3,1,0,0,0,tangibles
fasilitas tawar akademik fasilkom-ti memuaskan lebih banyak enak kurang enak,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
saja ruang kelas kebanyakan bagus hanya satu dua kelas mungkin butuh tingkat,4,1,1,0,1,"tangibles, reliability, assurance"
rata kelas sejuk,4,1,0,0,0,tangibles
fasilitas tersedia kelas contoh proyektor baik kelas bersih,4,1,1,0,1,"tangibles, reliability, assurance"
dosen staf baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
toilet tersedia tergolong kurang bersih,4,1,0,0,0,tangibles
kantin fakultas ilmu komputer teknologi informasi belum tidak perkembangan sama sekali,1,1,1,1,0,"tangibles, reliability, emphaty"
mahasiswa harus membeli makanan kantin fakultas lain,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
ruang kelas keramik pecah tidak usaha fakultas program studi baik,1,1,1,0,1,"tangibles, reliability, assurance"
staff kurang ramah respons denga kurang baik sebab mahasiswa segan bertanya lebih lanjut,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
terkadang dosen tidak datang ajar kelas tidak kabar dosen,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fakultas ilmu komputer teknologi informasi usu baik merasa sangant puas denganfasilitas,5,1,1,0,1,"tangibles, reliability, assurance"
ruang kelas alat pada laboratorium pada toilet bersih,5,1,1,0,1,"tangibles, reliability, assurance"
dosen staf pengajar fakultas baik pemberian materi dosen menarik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen masuk kelas abar mahasiswa tentang kejelasan ajar mata kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
staff melayani keperluan mahasiswa baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
lumayan baik kurang teratur rapi dosen datang tidak parkir kereta hujan lumpur licin berbahaya bagi orang lain meja mahasiswa mereng komputer lab lemot rusak lantai kelas lab pecah keropos bahaya orang ruang saran semua barang rusak ganti parkir moga benah supaya tidak lumpur licin baik lantai ruang hancur pecah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance"
fasilitas fisik kampus tingkat lagi banyak fasilitas jelek tua,1,1,1,0,1,"tangibles, reliability, assurance"
andal dosen staf akademik tingkat lagi dosen kes tidak pedulj mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku mahasiswa tingkat mahasiswa tanda dosen dosen beesikap kurang baik mahasiswa,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
sikap tanggap fakultas tingkat banyak benah cepat belum benah,1,1,1,0,0,"tangibles, reliability"
paham mahasiswa tingkat kepentingan mahasiswa kurang baik,1,1,1,1,1,"tangibles, reliability, emphaty, assurance"
andal dosen staf akademik memuaskan,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
meskipun dosen tidak datang besar dosen datang,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
dosen mudah paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
modul bagus,4,0,0,0,0,umum
bidang laku mahasiswa baik mahasiswa perlu urus berkas tanggap cepat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance"
santun kurang sedikit ketus,4,0,0,0,0,umum
anonim andal dosen staf akademik bilang baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
penjelasan materi kuliah mudah paham mahasiswa tidak paham dosen ketidakpahamannya baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
modul mahasiswa mudah paham membantu sampai materi kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
disiplin dosen tinggi membuat kerjasama mahasiswa dosen jalin baik tuju capai lebih mudah capai,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
mohon tulis timbang sarana prasarana fasilkom-ti harus rata,2,1,0,1,0,"tangibles, emphaty"
ketimpangan fasilitas sedia teknologi informasi banding ilmu komputer,2,1,1,0,1,"tangibles, reliability, assurance"
sebagai contoh ilmu komputer kursi ajar kursi kualitas biasa saja kursi bimbel sma,2,0,1,0,1,"reliability, assurance"
kelas kursi kayu model zaman,2,1,0,0,0,tangibles
ti kursi belajar bagus berkualitas,2,1,0,0,1,"tangibles, assurance"
saja prodi dianaktirikan,2,0,0,0,0,umum
berharap timbang kuat para sedia fasilitas terima kasih,2,1,1,0,1,"tangibles, reliability, assurance"
fasilitas fasilkom-ti gedung ilmu komputer kurang pada kursi kayu tua lantai keramik pecah pecah serta spesifikasi komputer lab pemrograman tidak pada komputer booting buka app lambat sekali monitor pc aio lab pemrograman freeze rusak,5,1,1,0,1,"tangibles, reliability, assurance"
fasilkom milik wifi sendiri sering sekali wi fi kampus usuneta eduroam lambat jam jam kuliah,5,1,1,0,0,"tangibles, reliability"
fasilitas terima baik ruang kelas luas nyaman toilet bersih tempat ibadah minim,5,1,1,0,1,"tangibles, reliability, assurance"
sifat dosen staf baik dosen proses belajar ajar baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
laku dosen siswa baik bimbingan dosen pembimbing akademik laksana lancar,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
pihak fakultas ayom mahasiswa baik mahasiswa mengalami kesulitan kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
empati rasa memuaskan,5,0,0,0,0,umum
suka dosen,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
hanya melihat dosen memasuki kelas,5,1,1,1,1,"tangibles, reliability, emphaty, assurance"
