ulasan,rating,tangibles,reliability,emphaty,assurance,kategori,sentiment,polaritas
bahaya orang jadi rentan terpeleset,3,0,0,0,0,umum,-10,negative
wifi lelet tidak jangkau wilayah fasilkom ti,3,1,0,0,1,"tangibles, assurance",0,netral
harus mahasiswa hostpot pribadi keperluan ajar kampus,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
andal dosen staf akademik baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
meskipun dosen datang tidak besar dosen datang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
modul bagus,3,0,0,0,0,umum,2,positive
dosen mudah,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
dosen hanya materi saja ppt sulit paham,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
bidang laku mahasiswa baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
mahasiswa perlu urus berkas tanggap cepat,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
santun kurang staf akademik sedikit ketus menanggapi,3,0,1,1,0,"reliability, emphaty",-5,negative
aspek fasilitas fisik kampus dapatkan fasilkom ti usu jauh kata memuaskan,4,1,1,0,1,"tangibles, reliability, assurance",-1,negative
ruang kuliah terkadang tidak dingin meja kursi kurang layak pakai papan tulis hitam,4,1,1,0,1,"tangibles, reliability, assurance",-15,negative
komputer laboratorium banyak tidak ruang laboratorium panas,4,1,1,0,1,"tangibles, reliability, assurance",2,positive
lampu toilet lama tidak hidup belum ganti,4,1,0,0,0,tangibles,-5,negative
wastafel tidak keluar air,4,0,0,0,0,umum,2,positive
lantai gelembung basah,4,0,0,0,0,umum,0,netral
bahaya orang jadi rentan terpeleset,4,0,0,0,0,umum,-10,negative
wifi lelet tidak jangkau wilayah fasilkom ti,4,1,0,0,1,"tangibles, assurance",0,netral
harus mahasiswa hostpot pribadi keperluan ajar kampus,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
andal dosen staf akademik baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
meskipun dosen datang tidak besar dosen datang,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
modul bagus,4,0,0,0,0,umum,2,positive
dosen mudah,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
dosen hanya materi saja ppt sulit paham,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
bidang laku mahasiswa baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
mahasiswa perlu urus berkas tanggap cepat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",8,positive
santun kurang staf akademik sedikit ketus menanggapi,4,0,1,1,0,"reliability, emphaty",-5,negative
banyak mahasiswa belum memahami hidup kampus,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
berada fakultas merasa belum puas fasilitas berada fakultas,2,1,1,0,1,"tangibles, reliability, assurance",5,positive
contoh toilet kurang awat banyak toilet wanita tidak milik lampu tidak mushollah infocus kelas banyak tidak fungsi bersih lingkungan kampus kurang perhati trotoar lumut bahaya pejal kaki dosen sering tidak masuk jam kuliah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
laku staff tenaga pendidik mahasiswa kurang ramah,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-2,negative
bimbingan dosen pembimbing akademik membantu dosen meberi saran masalah mahasiswa memberi motivasi bangun mahasiswa bimbing mampu ambil keputusan masalah alami dosen pembimbing terbuka wadah mahasiswa curhat cerita masalah pengalamanny menjalani hidup kampus,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",18,positive
dosen sigap hubung komunikasi dosen jalan jelas efisien,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",12,positive
berada fakultas ilmu komputer teknologi informasi merasa puas fasilitas,5,1,1,0,1,"tangibles, reliability, assurance",13,positive
contoh ruanagan kuliah nyaman tempat belajar laboratorium pada mahasiswa praktek toilet bersih belum musholla tetap menyediakan musholla sementara lantai atas aga mahasisybisa ibadah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
materi dosen mudah erti modul lengkap damping kuliah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
aspek fasilitas kampus kurang memuaskan,3,1,1,0,1,"tangibles, reliability, assurance",-11,negative
ruang toilet fakultas tidak milik pencahayaan sama sekali laboratorium papan tulis tidak baik menjalani kbm,3,1,1,0,1,"tangibles, reliability, assurance",-12,negative
andal dosen serta staf milik kualitas layanan ajar baik erti,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
cukup ramah sigap dosen serta staf akademik lingkup fakultas bimbing membantu mahasiswa,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",10,positive
ruang kuliah pada terkadang ac ruang kurang dingin colok ruang tidak toilet bersih terkadang tidak laboratorium lantai keramik banyak pecah komputer jaring lola ruang ibadah kurang pada,3,1,1,0,1,"tangibles, reliability, assurance",-14,negative
materi dosen pada terkadang dosen kurang menyampaikan informasi kehadiran dosen sendiri,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
urus berkas ilmu komputer tergolong cepat staff ramah,3,0,0,0,1,assurance,8,positive
kepedulian fakultas memahami mahasiswa kurang,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
nilai aspek baik mas kurang,4,1,1,0,1,"tangibles, reliability, assurance",-10,negative
fasilitas fisik kampus mas keramik fakultas rusak takut bahaya masyarakat kampus,4,1,1,0,1,"tangibles, reliability, assurance",3,positive
lalu andal dosen serta staf akademik baik terkadang kurang jelas sampai materi modul,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",14,positive
serta laku mahasiswa baik ramah membantu walau mahasiswa kurang dimonitoringnya dosen pa,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
lalu pendataan rutin melihat kemampuan minat bakat mahasiswa tetap aktif,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",26,positive
bulan teliti fasilkom-ti menyediakan gedung lumayan nyaman aspek membuat kurang jaringan lelet terkadang lantai banjir terlalu lama kamar mandi terkadang cium bau keramik pecah proyektor rusak susah hidup hidup kondisi hidup mati berdekatan lambat proses ajar kelas bersama dosen,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",7,positive
fasilkom-ti belum milik kantin tidak bawa bekal harus jajan fakultas lain terdekat membeli melalui aplikasi online,2,1,1,1,0,"tangibles, reliability, emphaty",-8,negative
bulan teliti fasilkom-ti mas tetap tahan kualitas lingkungan hangat sapa sapa satu sama lain pandang status dosen ramah perduli mahasiswa mahasiswa tentu teman membantu aspek kakak tingkat membantu adik adik aspek fasilitas mencukupbuntuk kegiatas belajar ajar kelas,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",24,positive
fasilitas fasilkom-ti baik,4,1,1,0,1,"tangibles, reliability, assurance",5,positive
mulai ruang kuliah laboratorium toilet tersedia,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
bilang fasilitas baik,4,1,1,0,1,"tangibles, reliability, assurance",5,positive
hanya kadang oknum tidak tanggung jawab rusa buat,4,0,0,0,0,umum,6,positive
banyak fasilitas tidak mesti,4,1,1,0,1,"tangibles, reliability, assurance",8,positive
marilah sama-sama menjaga fasilitas kampus tidak rusak ganti,4,1,1,0,1,"tangibles, reliability, assurance",-4,negative
laboratorium salah satu fasilitas fasilkom-ti barang lengkap terbaru,4,1,1,0,1,"tangibles, reliability, assurance",2,positive
fasilkom-ti membantu mahasiswa kegiatan belajar ajar,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
sedia ruang kuliah baik dosen ahli bidang contoh fasilkom-ti bersiap diri,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
membantu mahasiswa kendala urus berkas cepat sigap,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
pegawai tidak,3,0,0,0,0,umum,-3,negative
kesan mahasiswa buruk,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
mahasiswa lain berharap pegawai bertindak lebih baik lagi depan,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-1,negative
komunikasi fakultas mahasiswa jalin baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
tentang fasilkom-ti bulan teliti ada tidak berbeda jauh 11 12 gedung terkadang kotor mungkin genangan air berlimpah lantai hujan keramik pecah proyektor terkadang susah nyala dibalik suasana hangat sapa lain tidak pandang status dosen ramah kakak tingkat membantu aspek,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
bulan tentang fasilkom-ti tidak terlalu banyak perubahan signifikan mas sama kasat mata service ac bulan sekali toilet bersih washtafel fungsi meja meja nyaman ajar kelas ruang kelas dingin para mahasiswa tidak rasa panas ruang lab nyaman tidak sempit aslab asik diajak diskus sama para dosen,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",25,positive
menrut pelayanan fakultas tidak baik petugas pelayanan staff akademik tidak ramah mahasiswa membuat mahasiswa takut urus takut bertanya petugas pelayanan staff akademik lama urus,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-6,negative
fasilitas baik hanya saja ruang lab kurang bersih tidak terawat,2,1,1,0,1,"tangibles, reliability, assurance",-15,negative
sikap tanggap staff akademik mahasiswa kurang baik kurang cepat paham kepentingan mahasiswa pun kurang,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-12,negative
segi fasilkom-ti kurang pada,2,0,0,0,0,umum,-3,negative
semua ruang kuliah memang fasilitas proyektor tetap ruang proyektor tidak fungsi lama belum baharu sampai,2,1,1,0,1,"tangibles, reliability, assurance",-7,negative
ruang laboratorium banyak komputer tidak fungsi,2,1,1,0,1,"tangibles, reliability, assurance",-7,negative
segi belum baik,2,1,1,0,1,"tangibles, reliability, assurance",-7,negative
dosen materi baik dosen sering datang tidak jadwal kuliah sering terpotong,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",4,positive
segi baik,2,1,1,0,1,"tangibles, reliability, assurance",-1,negative
staf ramah bersahabat,2,0,1,0,0,reliability,7,positive
segi kurang memuaskan,2,0,0,0,0,umum,-12,negative
fakultas kurang perhati ekonomi mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
segi kurang tidak semua mahasiswa perhatian akademik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
fasilkom-ti baik banyak perlu perhati tingkat,2,1,1,0,1,"tangibles, reliability, assurance",9,positive
lampu kamar mandi tidak menyala air dr kamar mandi suka bocor,3,0,0,0,0,umum,0,netral
semua lumayan bagus fasilitas kelas dll,3,1,1,0,1,"tangibles, reliability, assurance",-4,negative
dosen lumayan membantu membuat siswa mengerti staff cepat memberi bantu mahasiswa butuh bantu bertanya,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",21,positive
laku lumayan baik,3,1,1,0,1,"tangibles, reliability, assurance",4,positive
cepat tanggap mahasiswa butuh bantu hanya saja,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-1,negative
kurang paham mahasiswa terkadang tugas sulit mepet,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",-1,negative
menerima pelayanan fakultas merasa belum puas mana laku petugas staf akademik mahasiswa tidak ramah membuat mahasiswa takut urus hanya dar bertanya,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
urus butuh lama,2,0,0,0,1,assurance,-7,negative
fasilitas sedia kurang pada,2,1,1,0,1,"tangibles, reliability, assurance",5,positive
sikap tanggap staf akademik urus mahasiswa tergolong kurang empati kepentingan mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
nilai layanan akademik fasilkom-ti jauh kata memuaskan,2,0,1,1,0,"reliability, emphaty",8,positive
aspek rasa aktivitas butuh layanan akademik fasilkom-ti,2,0,1,1,0,"reliability, emphaty",-7,negative
segi kampus kurang terumata fasilitas sedia tidak sesuai harap,2,1,1,0,1,"tangibles, reliability, assurance",-3,negative
segi tidak memuaskan dosen tidak baik segi ajar,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-15,negative
kurang peka mahasiswa kurang memahami materi,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-11,negative
segi tidak memuaskan,2,0,0,0,0,umum,-9,negative
rasa proses urus berkas alami mana sering terjadinya tidak organisir prodi fakultas lama pemprosesan berkas,2,1,1,0,1,"tangibles, reliability, assurance",-1,negative
kurang tepat mempersiapkan pemprosesan dokumen berkas mahasiswa kepentingan akademik,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
segi fakultas peduli maju mahasiswa kurang peduli kesulitan alami mahasiswa,2,1,1,1,1,"tangibles, reliability, emphaty, assurance",-5,negative
banyak harap perubahan,2,1,0,0,0,tangibles,10,positive
ruang kuliah gedung ac infocusnya fungsi ruang kuliah pintu tidak berisik serta lantai keramik bagus,3,1,1,0,1,"tangibles, reliability, assurance",-4,negative
ruang kuliah lain infocus ttidak fungsi pintu berisik buka lantai keramik rusak,3,1,1,0,1,"tangibles, reliability, assurance",-2,negative
ruang kuliah dingin dingin membuat mahasiswa ngantuk suhu dingin ruang kuliah panas meskipun ac fungsi,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
charger ruang kuliah sebelah kanan rata fungsi baik sebelah kiri tidak pakai tidak sama sekali,3,1,1,0,1,"tangibles, reliability, assurance",-15,negative
fasilitas sedia baik ruang kelas luas nyaman toilet bersih tempat ibadah minim,5,1,1,0,1,"tangibles, reliability, assurance",1,positive
sifat dosen staf baik dosen proses belajar ajar baik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",11,positive
laku mahasiswa baik bimbingan dosen lancar proses,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
pihak fakultas ayom mahasiswa baik mahasiswa masalah,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",-4,negative
sikap empati staf baik perhatian mahasiswa kurang tertib,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",2,positive
teliti ruang laboratorium gedung rapi komputer fungsi baik serta infocusnya,4,1,1,0,1,"tangibles, reliability, assurance",-2,negative
ruang laboratorium nyaman belajar bersama asisten laboratorium fokus baik kondusif,4,1,1,0,1,"tangibles, reliability, assurance",1,positive
ruang laboratorium aman kabel sekitar ruang laboratorium tutup rapat tidak mahasiswa mahasiswi menginjak kabel tidak aada kontak kabel tidak tertutup rapat,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",-18,negative
serta infocus ruang laboratorium jalan baik,4,1,1,0,1,"tangibles, reliability, assurance",-5,negative
nilai aspek sebagai mahasiswa fasilkom-ti memberi nilai memuaskan fasilitas kampus pada,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",5,positive
ruang kelas besar bersih nyaman laboratorium baik kegiatan praktikum mahasiwa,5,1,1,0,1,"tangibles, reliability, assurance",0,netral
masyrakat ramah lain,5,0,0,0,0,umum,1,positive
membuat kegiatan ajar jalan lancar,5,0,1,0,1,"reliability, assurance",9,positive
harap fasilitas fasilkom-ti lebih baik lagi tempat nyaman baik bagi mahasiswa dosen tenaga pendidik,5,1,1,1,1,"tangibles, reliability, emphaty, assurance",16,positive
fasilitas tawar akademik fasilkom-ti berada area abu-abu enak kurang enak,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",6,positive
saja ruang kelas bagus kurang,3,1,1,0,1,"tangibles, reliability, assurance",-6,negative
contoh kelas sejuk ac-nya bocor tidak,3,1,0,0,0,tangibles,-8,negative
fasilitas tersedia kelas contoh proyektor baik kelas bersih,3,1,1,0,1,"tangibles, reliability, assurance",1,positive
dosen staf baik,3,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
toilet tersedia tergolong kurang bersih,3,1,0,0,0,tangibles,-3,negative
fasilitas tawar akademik fasilkom-ti memuaskan lebih banyak enak kurang enak,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",13,positive
saja ruang kelas kebanyakan bagus hanya satu dua kelas mungkin butuh tingkat,4,1,1,0,1,"tangibles, reliability, assurance",-15,negative
rata kelas sejuk,4,1,0,0,0,tangibles,-3,negative
fasilitas tersedia kelas contoh proyektor baik kelas bersih,4,1,1,0,1,"tangibles, reliability, assurance",1,positive
dosen staf baik,4,1,1,1,1,"tangibles, reliability, emphaty, assurance",3,positive
toilet tersedia tergolong kurang bersih,4,1,0,0,0,tangibles,-3,negative
kantin fakultas ilmu komputer teknologi informasi belum tidak perkembangan sama sekali,1,1,1,1,0,"tangibles, reliability, emphaty",2,positive
mahasiswa harus membeli makanan kantin fakultas lain,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-7,negative
ruang kelas keramik pecah tidak usaha fakultas program studi baik,1,1,1,0,1,"tangibles, reliability, assurance",-3,negative
staff kurang ramah respons denga kurang baik sebab mahasiswa segan bertanya lebih lanjut,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",-3,negative
terkadang dosen tidak datang ajar kelas tidak kabar dosen,1,1,1,1,1,"tangibles, reliability, emphaty, assurance",1,positive
fasilitas fakultas ilmu komputer teknologi informasi usu baik merasa sangant puas denganfasilitas,5,1,1,0,1,"tangibles, reliability, assurance",12,positive
