Timestamp,Berikan Penilaian/Feedback Anda Sesuai Petunjuk Yang Ada,Seberapa memuaskan layanan akademik Fasilkom-TI USU yang kamu terima (secara keseluruhan) ?
10/12/2022 23:41:53,layanan akdemik yang terdapat pada fasilkom-ti usu mash kurang menurut pendapat saya di karenakan kurangnya tenaga yang di berikan oleh dosen pengajar sehingga mahasiswa harus lebih ekstra dalam belajar pribadi.fasilitas lab yang di berikan juga mash ada beberapa yang tidak berjalan dgn sempurna.dan lingkungan fasilkom ti juga mash tidak nyaman dimana pernah terdapat kotoran kucing sehingga menyebabkan lingkungan menjadi bau.tetapi dalam kelas sudah cukup bagus menurut saya di karenakan proyektor dan ac semua dapat berjalan dengan lancar.,2
11/12/2022 0:34:03,"Dari aspek fasilitas kampus, banyak fasilitas yang memadai tetapi masih sulit mengimbangi ilkom dengan ti, dosen dosennya juga kompeten, namun ada beberapa oknum, kemudian perilaku pada mahasiswa cukup baik, namun yang namanya rasisme tidak begitu mudah musnah dari negara ini, info dari fakultas juga cepat tetapi terkadang sikap tanggap dari fakultas sedikit kurang meng-enakan, kadang untuk mengurus sesuatu agak lama walau tidak perlu waktu selama itu. Dari pemahaman kepada mahasiswa, kurang terlihat dari cara fakultas memanage mahasiswa yang ada",3
11/12/2022 1:57:19,"Menurut saya dalam aspek fasilitas sudah banyak dan cukup bagi mahasiswa mahasiswa ilmu komputer dan teknologinya informasi namun terkadang masih ada ketidakseimbangan diantara dua prodi tersebut, dalam aspek reliability banyak dosen yang kompeten tetapi ada juga oknum dosen yang sedikit berbeda dari dosen lainnya, kemudian perlakuan terhadap mahasiswa ada yang baik namun juga ada yang buruk karena rasisme di negara ini masih sulit untuk dikurangi, kemudian tanggapnya fakultas, informasi tidak telat tersampaikan ",3
11/12/2022 9:49:36,"Menyadari bahwa Fasilkom-TI berkaitan erat dengan teknologi yang memerhatikan suhu ruangan, di setiap ruangan memiliki AC yang bekerja dengan baik. Laboratorium memiliki perangkat-perangkat komputer yang memiliki spesifikasi yang bagus untuk dipergunakan selama praktikum. Setiap lantai memiliki toilet masing-masing mungkin kelihatan sepele, tetapi hal ini tetap diperhatikan di Fasilkom-TI. Bahkan kebersihan dilakukan rutin sehingga kebersihannya tetap terjaga. Kualitas pembelajaran juga baik. Setiap dosen memiliki cara mengajar yang berbeda tetapi semua mengajar dengan cara friendly dan fleksibel sehingga mahasiswa tidak takut untuk bertanya ataupun berdiskusi dengan dosen yang memiliki peran sebagai fasilitator. Modul yang diberikan cukup lengkap dan mudah dipahami. Staf akademik juga selalu ramah terhadap seluruh masyarakat Fasilkom-TI. Dosen pembimbing akademik juga selalu terbuka terhadap mahasiswa yang membutuhkan fasilitas konseling. Pihak Fakultas Fasilkom-TI juga sering melakukan survei atau mengadakan kuesioner untuk membantu mahasiswa dalam memenuhi kebutuhan-kebutuhan untuk menunjang kemajuan mahasiswa. Bahkan hal-hal terkait bidang non akademik seperti olahraga dan seni yang merupakan hobi mahasiswa juga dapat tersalurkan dengan baik. Semua civitas akademika di Fasilkom-TI juga selalu ramah terhadap sesama tanpa memandang status sosial dan ekonomi.",5
11/12/2022 9:50:18,"Ruang kuliah kurang menggambarkan fakultas yang berkaitan dengan IT. Beberapa kelas memiliki masalah dengan proyektor yang tidak berfungsi. Laboratorium juga memiliki kendala dengan beberapa perangkat yang tidak bisa hidup atau mengalami kerusakan sehingga tidak dapat digunakan saat praktikum. Selanjutnya, tidak semua toilet menyediakan sabun di wastafel. Terkhusus toilet lantai 1, aroma nya terkadang kurang sedap. Mengenai reliability, hampir seluruh dosen mengalami penurunan kualitas pengajaran. Beberapa dosen juga jarang masuk dan hanya memberikan tugas tanpa menjelaskan. Menurut saya karena ini, peran dosen sebagai fasilitator menjadi kurang terlihat. Keterlambatan dosen memasuki kelas juga bukan hal yang langka. Hampir setiap pertemuan dosen mengajukan pengunduran sekitar 15-30 menit dengan alasan yang kurang profesional dalam beberapa kesempatan. Selain itu, ada juga dosen yang memiliki wawasan pengetahuan yang bagus tapi kurang dalam penyampaian atau penyebaran pengetahuan kepada mahasiswa.",1
11/12/2022 9:53:25,"anonim #1. wifinya masih gk lancar, lannya juga susah, bangkynya bangak yang goyang, agak kurang baik sij. tapi gedungnya sudah makin baik dah. ya sekaranh pintunya banyak gk lancar, lantainya banyak yang retak, di lantai atas banyak yang tidak dibersihkan. juga gerbang luar sebelah kiri tidak pernah dibuka. kekurangan kantin juga nih. ya smoga makin baik, tidak dibaca juga gk masalah dah terima kasih, semoga makin baik stelah di perbaiki.  ya sekaranh pintunya banyak gk lancar, lantainya banyak yang retak, di lantai atas banyak yang tidak dibersihkan. juga gerbang luar sebelah kiri tidak pernah dibuka. kekurangan kantin juga nih. ya smoga makin baik, tidak dibaca juga gk masalah dah terima kasih, semoga makin baik stelah di perbaiki",3
11/12/2022 10:26:03,"Beberapa ruang kelas di gedung D mengalami masalah pada proyektor, padahal proyektor sangat penting dalam keberlangsungan kegiatan belajar mengajar. Kemudian stok cok sambung juga menjadi kendala. Karena cok sambung juga dibutuhkan untuk menyalakan proyektor. Lalu untuk kamar mandi, tidak tersedianya sabun menjadi kekurangan di kamar mandi. Kemudian juga pada laboratorium, terkadang ada beberapa peralatan di laboratorium yang rusak sehingga tidak bisa digunakan oleh praktikan, ini menyebabkan kurang efisiennya kegiatan belajar praktikan di laboratorium.",1
11/12/2022 10:30:30,"Ruang kelas di gedung D Fasilkom-TI sangat nyaman karena AC yang menyala dengan bagus, kursi dan juga papan tulisnya juga bagus dan nyaman saat digunakan. Ruang kelas terlihat cantik dan bersih serta bagus. Laboratoriumnya memiliki perangkat dengan spesifikasi tinggi, sehingga praktikan bisa dengan nyaman mengikuti pembelajaran. Kamar mandinya bersih, sering dibersihkan, airnya juga berjalan dengan lancar. Untuk tempat parkir yang disediakan juga sangat luas dan terjaga, sehingga para mahasiswa tidak perlu khawatir untuk memarkirkan kendaraan mereka di tempat parkir.",5
11/12/2022 11:02:03,"Dari aspek tangibles, menurut sayaa ruangan kuliah di fasilkom ti baguss banget seluruh ruangan penuh kaca. Terus bagian luaras sedang ada pengecatan. Arsitektur ruangannya bagus saya suka, terus ruangannya luas, acnya banyak jadinya dingin. Dari aspek reliability, beberapa dosen ya ramah, baik, seru, terus ya sangat menilai keaktifan, beberapa lagi sepertinya cukup sibuk dan cukup sulit ditemui, staf akademik ramah, untuk mengurus kepentingan akademik sepertinya cukup mudah. Dari aspek assurance, dan responsiveness rasa Juga sudah baik. Dari aspek empathy juga baikk.",4
11/12/2022 11:45:36,"Menurut saya, aspek tangibles atau fasilitas fisik kampus yang saya dapatkan di Fasilkom TI USU masih jauh dari kata  memuaskan. Dari ruang kuliahnya terkadang tidak dingin, meja dan kursi yang kurang layak dipakai, papan tulis yang sudah menghitam. Komputer pada laboratorium banyak yang tidak dapat digunakan, ruangan laboratorium juga panas. Lampu toilet yang sudah lama tidak dapat hidup tapi belum diganti. Wastafel juga tidak mengeluarkan air. Lantai yang menggelembung dan basah.  Menurut saya itu sangat bahaya, karena orang jadi sangat rentan terpeleset. Dan wifi yang lelet dan tidak dapat dijangkau di seluruh wilayah Fasilkom TI. Dan mengharuskan mahasiswa untuk menggunakan hostpot pribadi untuk keperluan pembelajaran dikampus. 
Menurut saya, reliability atau keandalan dosen dan staf akademik sudah cukup baik . Meskipun ada beberapa dosen yang datang tidak tepat waktu, sebagian besar dosen datang tepat waktu. Modul yang diberikan juga bagus. Cara menjelaskan beberapa dosen mudah. dipahami. Namun masih ada dosen yang hanya menjelaskan materi saja dari PPT dan masih sulit untuk dipahami. Dalam bidang assurance atau perlakuan terhadap mahasiswa juga sudah cukup baik. Jika mahasiswa perlu mengurus berkas-berkas biasanya ditanggapi dan dikerjakan dengan cepat. Walaupun dalam kesantunan masih kurang karena ada staf akademik yang sedikit ketus dalam menanggapi.",3
11/12/2022 11:47:28,"Menurut saya, aspek tangibles atau fasilitas fisik kampus yang saya dapatkan di Fasilkom TI USU masih jauh dari kata  memuaskan. Dari ruang kuliahnya terkadang tidak dingin, meja dan kursi yang kurang layak dipakai, papan tulis yang sudah menghitam. Komputer pada laboratorium banyak yang tidak dapat digunakan, ruangan laboratorium juga panas. Lampu toilet yang sudah lama tidak dapat hidup tapi belum diganti. Wastafel juga tidak mengeluarkan air. Lantai yang menggelembung dan basah.  Menurut saya itu sangat bahaya, karena orang jadi sangat rentan terpeleset. Dan wifi yang lelet dan tidak dapat dijangkau di seluruh wilayah Fasilkom TI. Dan mengharuskan mahasiswa untuk menggunakan hostpot pribadi untuk keperluan pembelajaran dikampus. 
Menurut saya, reliability atau keandalan dosen dan staf akademik sudah cukup baik . Meskipun ada beberapa dosen yang datang tidak tepat waktu, sebagian besar dosen datang tepat waktu. Modul yang diberikan juga bagus. Cara menjelaskan beberapa dosen mudah. dipahami. Namun masih ada dosen yang hanya menjelaskan materi saja dari PPT dan masih sulit untuk dipahami.
 Dalam bidang assurance atau perlakuan terhadap mahasiswa juga sudah cukup baik. Jika mahasiswa perlu mengurus berkas-berkas biasanya ditanggapi dan dikerjakan dengan cepat. Walaupun dalam kesantunan masih kurang karena ada staf akademik yang sedikit ketus dalam menanggapi. Karena masih banyak mahasiswa baru yang belum memahami kehidupan kampus. ",4
11/12/2022 11:49:06,"Menurut saya, selama saya berada di fakultas ini, saya merasa belum puas dengan fasilitas yang berada di fakultas. Contohnya pada toilet yang kurang perawatan (banyak toilet wanita yang tidak memiliki lampu), tidak adanya mushollah, dan infocus pada kelas banyak yang tidak berfungsi, kebersihan lingkungan kampus yang kurang diperhatikan, trotoar yang berlumut membahayakan pejalan kaki,  ada beberapa dosen yang sering tidak masuk pada jam kuliah. Perlakuan staff tenaga pendidik terhadap mahasiswa kurang ramah.",2
11/12/2022 11:51:28,Bimbingan dengan dosen pembimbing akademik sangat membantu dosen selalu meberi saran untuk masalah mahasiswanya selalu memberi motivasi yang membangun sehingga mahasiswa yang dibimbing mampu mengambil keputusan yang tepat untuk setiap masalah yang dialami dan juga dosen pembimbing terbuka untuk menjadi wadah mahasiswa curhat ataupun bercerita masalah atau pengalamanny selama menjalani kehidupan dikampus. Dosen juga sigap saat dihubungi sehingga komunikasi dengan dosen berjalan dengan jelas dan efisien ,4
11/12/2022 12:00:57,"Menurut saya, selama saya berada di fakultas ilmu komputer dan teknologi informasi saya merasa puas dengan fasilitas yang ada. Contohnya pada ruanagan kuliah yang cukup nyaman untuk tempat belajar, laboratorium yang cukup memadai mahasiswa untuk melakukan praktek, toilet yang bersih, walaupun belum ada musholla tetapi tetap menyediakan musholla sementara di lantai atas aga mahasisybisa melakukan ibadah. Materi yang dijelaskan dosen mudah dimengerti, modul yang diberikan cukup lengkap untuk mendampingi masa perkuliahan.",5
11/12/2022 12:03:30,"menurut saya dari kelima aspek tersebut, fasilitas kampus masih kurang memuaskan. karena adanya beberapa ruang toilet di dalam fakultas yang tidak memiliki pencahayaan sama sekali, dan masih adanya laboratorium dengan papan tulis yang tidak cukup baik untuk menjalani kbm. kemudian untuk keandalan dosen serta staf memiliki kualitas layanan dan mengajar yang cukup baik untuk dimengerti. dengan cukupnya keramahan dan kesigapan dosen serta staf akademik pada lingkup fakultas dalam membimbing dan membantu mahasiswa.",3
11/12/2022 12:05:55,"1. Untuk ruang kuliah sudah cukup memadai namun terkadang ac di ruangan kurang dingin dan beberapa colokan di ruangan tidak dapat di gunakan , untuk toilet sudah cukup bersih namun terkadang tidak, untuk laboratorium lantai 3 keramiknya banyak yg pecah, komputer yang jaringannya masih lola, untuk ruang ibadah masih kurang memadai 
2. Materi yang di jelaskan dosen cukup memadai , namun terkadang dosen kurang tepat waktu dalam menyampaikan informasi kehadiran dosen itu sendiri 
3. Pengurusan berkas di ilmu komputer tergolong yang cepat dan staff nya juga ramah-ramah 
4. Kepedulian fakultas dalam memahami mahasiswa masih kurang",3
11/12/2022 12:18:30,"penilaian saya terhadap kelima aspek itu sudah cukup baik, namun masi ada yang kurang. untuk fasilitas fisik kampus, masi adanya keramik di dalam fakultas yang rusak, hal itu takut membahayakan masyarakat kampus. lalu untuk keandalan dosen serta staf akademik sudah cukup baik, namun terkadang masih kurang jelas dalam penyampaian materi di dalam modulnya. serta perlakuan terhadap mahasiswa sudah cukup baik ramah dan membantu, walau beberapa mahasiswa masih kurang dimonitoringnya oleh dosen pa masing masing. lalu adanya pendataan rutin yang dilakukan untuk melihat kemampuan minat dan bakat mahasiswa untuk tetap aktif",4
11/12/2022 13:48:16,"Menurut saya setelah beberapa bulan setelah penelitian sebelumnya, Fasilkom-TI masih cukup menyediakan gedung yang lumayan nyaman, namun ada beberapa aspek yang membuat itu menjadi sangat kurang yaitu seperti jaringan yang sangat lelet, terkadang lantainya banjir terlalu lama, kamar mandi yang terkadang tercium bau, beberapa keramik ada yang pecah, beberapa proyektor yang rusak seperti susah hidup atau saat dihidupkan dengan kondisi hidup mati dalam waktu yang berdekatan sehingga memperlambat proses pembelajaran saat di kelas bersama dosen. Dan juga Fasilkom-TI belum memiliki kantin sehingga ketika tidak membawa bekal mengharuskan jajan di fakultas lain terdekat atau membeli melalui aplikasi online.",2
11/12/2022 13:58:36,"menurut saya setelah beberapa bulan setelah penelitian sebelumnya, Fasilkom-TI masi tetap mempertahankan kualitasnya sebelumnya seperti, lingkungan yang hangat karena saling sapa menyapa satu sama lain tanpa memandang status, dosen-dosen yang ramah dan sangat perduli dengan mahasiswa - mahasiswanya, tentu juga antar teman yang saling membantu dalam segala aspek, kakak tingkat yang sangat membantu adik - adiknya dalam segala aspek, fasilitas yang sangat mencukupbuntuk kegiatas belajar mengajar dikelas",5
11/12/2022 14:28:44,"Fasilitas yang ada di Fasilkom-ti sangatlah baik.Mulai dari ruang kuliah,laboratorium, maupun toilet sudah tersedia.bahkan bisa dibilang fasilitas tersebut sangat baik.Hanya kadang ada oknum-oknum yang tidak bertanggung jawab terhadap kerusakan yang mereka buat.sehingga banyak fasilitas tidak digunakan sebagaimana mestinya.oleh karena itu marilah sama-sama kita menjaga fasilitas yang sudah diberikan oleh kampus dan tidak merusak ataupun menggantinya.Laboratorium adalah salah satu fasilitas yang diberikan oleh fasilkom-ti dengan barang yang sangat lengkap dan terbaru.",4
11/12/2022 14:34:13,"Fasilkom-ti sangatlah membantu mahasiswanya dalam kegiatan belajar mengajar.Tersedianya ruang kuliah yang baik dan dosen yang ahli dalam bidangnya merupakan contoh fasilkom-ti sangatlah bersiap diri.Membantu mahasiswa yang ada kendala di pengurusan berkas dan lainnya sangatlah cepat dan sigap.Namun ada beberapa pegawai yang tidak begitu.sehingga, kesan mahasiswa terlihat buruk olehnya.Mahasiswa lain berharap pegawai-pegawai tersebut dapat bertindak lebih baik lagi kedepannya.Sehingga komunikasi antara fakultas dan mahasiswa bisa terjalin baik.",3
11/12/2022 14:35:37,"menurut saya tentang Fasilkom-TI setelah beberapa bulan dari penelitian sebelumnya, keadaannya tidak berbeda jauh, masih 11 12 dari sebelumnya seperti keadaan gedung yang terkadang sangat kotor mungkin seperti genangan air yang berlimpah dilantai dikarenakan hujan, keramik beberapa ada yang pecah, proyektor yang terkadang susah dinyalakan, namun dibalik itu ada suasana yang hangat seperti, saling menyapa antar lain tidak memandang status, dosen yang ramah, kakak tingkat yang selalu membantu dari segala aspeknya",3
11/12/2022 14:40:24,"menurut saya setelah beberapa bulan tentang Fasilkom-TI, tidak terlalu banyak perubahan yang signifikan, masi terlihat sama secara kasat mata seperti, service ac yang dilakukan sebulan sekali, toilet yang bersih, washtafel yang sangat berfungsi, meja - meja yang nyaman untuk digunakan saat pembelajaran dikelas, ruang kelas yang dingin sehingga para mahasiswa tidak merasakan kepanasan, ruang lab yang nyaman dan tidak sempit, aslab yang sangat asik untuk diajak berdiskusi, sama hal nya dengan para dosen",4
